RowID,Product ID,Category,Sub-Category,Product Name,Price
572,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,32.48
573,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,1999.995
574,OFF-LA-10001934,Office Supplies,Labels,Avery 516,7.31
575,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",95.992
576,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01
577,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,12.28
578,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24
579,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,6.68
580,OFF-LA-10002312,Office Supplies,Labels,Avery 490,11.84
581,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424
582,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696
583,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,9.294
584,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",69.96
585,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,123.304
586,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,5.184
587,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,33.368
588,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784
589,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",6.112
590,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,46.89
591,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99
592,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984
593,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",34.352
594,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94
595,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,550.98
596,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",98.79
597,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",25.984
598,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,6.512
599,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784
600,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992
601,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,22.84
602,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",200.016
603,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21
604,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,59.99
605,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98
606,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744
607,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,24.99
608,OFF-LA-10003223,Office Supplies,Labels,Avery 508,3.928
609,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,1.77
610,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,4.624
611,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",13.792
612,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992
613,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,19.35
614,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,14.34
615,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88
616,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,399.992
617,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,95.8595
618,OFF-LA-10004484,Office Supplies,Labels,Avery 476,4.13
619,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,16.98
620,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,107.79
621,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,1.88
622,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,95.43
623,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,155.44
624,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,320.98
625,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,9.14
626,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,6.47
627,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,20.15
628,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4.94
629,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",4.68
630,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,181.336
631,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,4.28
632,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49
633,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,23.992
634,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,62.23
635,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,8.728
636,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",174.464
637,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",5.38
638,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,110.98
639,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,272.792
640,OFF-LA-10001569,Office Supplies,Labels,Avery 499,4.98
641,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97
642,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,3.08
643,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23
644,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,39.48
645,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,6.48
646,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",9.14
647,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,14.392
648,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,495.992
649,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,49.99
650,OFF-AR-10003190,Office Supplies,Art,Newell 32,2.88
651,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,53.48
652,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99
653,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,5.344
654,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1.056
655,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,245.693
656,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,10.362
657,OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,83.88
658,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,79.99
659,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95
660,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5
661,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,9.31
662,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,7.64
663,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",150.98
664,OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22
665,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,95.99
666,TEC-PH-10002085,Technology,Phones,Clarity 53712,65.99
667,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,17.608
668,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",11.848
669,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475
670,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,12.796
671,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",4.832
672,OFF-AR-10002578,Office Supplies,Art,Newell 335,2.88
673,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,46.512
674,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36
675,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744
676,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,5.68
677,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31
678,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",12.224
679,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,16.48
680,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.58
681,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48
682,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,19.98
683,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,10.23
684,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,10.68
685,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,11.55
686,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,31.912
687,OFF-AR-10003958,Office Supplies,Art,Newell 337,2.624
688,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592
689,OFF-LA-10004272,Office Supplies,Labels,Avery 482,2.89
690,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",51.94
691,OFF-LA-10004853,Office Supplies,Labels,Avery 483,3.984
692,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,7.485
693,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,228.294
694,OFF-PA-10003591,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,11.48
695,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,38.432
696,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,123.99
697,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1.473
698,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',22.824
699,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73
700,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,4.648
701,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,6.98
702,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,29.99
703,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54
704,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,3.98
705,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,67.99
706,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,23.336
707,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,7.824
708,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,5.87
709,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,4.452
710,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2.088
711,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,4.584
712,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,6.68
713,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48
714,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",80.784
715,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,12.99
716,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,17.592
717,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,299.95
718,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,275.54
719,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,176.19
720,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",49.959
721,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992
722,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,28.38
723,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99
724,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,81.32
725,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,5.184
726,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,50.4
727,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",29.952
728,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064
729,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",5.632
730,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,4.953
731,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,6.48
732,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62
733,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",8.56
734,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",3.048
735,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,180.19
736,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",33.552
737,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,131.055
738,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784
739,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",172.11
740,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,5.184
741,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.368
742,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,2.376
743,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",5.184
744,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,102.3
745,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,3.12
746,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,2.304
747,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91
748,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,6.48
749,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,47.9
750,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,167.27
751,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,21.184
752,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,0.54
753,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34
754,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392
755,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),279.992
756,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",6.992
757,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,112.17
758,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,0.556
759,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,5.99
760,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,30.98
761,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99
762,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67
763,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,12.21
764,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,4.82
765,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,329.95
766,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,161.55
767,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,1.467
768,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93
769,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03
770,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6
771,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98
772,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,24.99
773,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33
774,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,7.58
775,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,422.51
776,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,172.49
777,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,3.104
778,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,5.904
779,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,5.184
780,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,21.104
781,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,7.794
782,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,65.99
783,OFF-LA-10001175,Office Supplies,Labels,Avery 514,2.88
784,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,5.232
785,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31
786,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,12.208
787,OFF-AR-10000203,Office Supplies,Art,Newell 336,3.424
788,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,9.576
789,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,15.93
790,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.784
791,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",1.768
792,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,6.496
793,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",18.186
794,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,84.232
795,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",3.36
796,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",31.432
797,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58
798,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,54.2
799,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,2.272
800,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,4.984
801,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784
802,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,1.472
803,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",1.488
804,TEC-PH-10002115,Technology,Phones,Plantronics 81402,39.594
805,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.448
806,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",11.094
807,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,4.32
808,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,1.254
809,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,15.992
810,OFF-AR-10000255,Office Supplies,Art,Newell 328,5.84
811,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,59.98
812,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,4.98
813,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",122.99
814,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38
815,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,699.99
816,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48
817,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15
818,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,35.992
819,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,13.35
820,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,109.592
821,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,5.78
822,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",49.744
823,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,5.112
824,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,89.568
825,OFF-AR-10001545,Office Supplies,Art,Newell 326,1.76
826,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29
827,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.88
828,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64
829,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",2.156
830,OFF-FA-10003495,Office Supplies,Fasteners,Staples,4.864
831,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",13.656
832,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,14.392
833,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,5.184
834,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833
835,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",2.18
836,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,99.99
837,OFF-AR-10002375,Office Supplies,Art,Newell 351,3.28
838,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,7.78
839,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,85.98
840,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99
841,OFF-LA-10000973,Office Supplies,Labels,Avery 502,2.52
842,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,28.408
843,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",35.94
844,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,9.99
845,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,8.69
846,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,2.18
847,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,343.16
848,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,322.038
849,OFF-FA-10000735,Office Supplies,Fasteners,Staples,2.92
850,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,6.38
851,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95
852,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,299.99
853,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",1.392
854,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",1.82
855,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",61.24
856,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",320.64
857,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184
858,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99
859,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",5.064
860,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",54.74
861,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,6.48
862,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,7.98
863,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",11.19
864,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,3.304
865,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",8.352
866,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,2.89
