Row ID,Order ID,Order Date,Ship Mode,Customer ID,Product ID,Category,Sub-Category,Product Name,Quantity,Sales
4910,CA-2017-127306,1/14/2017,Standard Class,BH-11710,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",3,$18.34 
4911,CA-2017-127306,1/14/2017,Standard Class,BH-11710,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,7,$36.29 
4912,CA-2017-127306,1/14/2017,Standard Class,BH-11710,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,2,$111.98 
4913,CA-2017-127306,1/14/2017,Standard Class,BH-11710,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5,$5.97 
4914,CA-2017-127306,1/14/2017,Standard Class,BH-11710,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2,$2.51 
4915,CA-2015-161830,9/24/2015,Second Class,ME-17725,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",2,$35.96 
4916,CA-2015-161830,9/24/2015,Second Class,ME-17725,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,3,$14.95 
4917,CA-2017-163125,10/9/2017,Second Class,MB-17305,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,7,$67.14 
4918,CA-2017-163125,10/9/2017,Second Class,MB-17305,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,3,$254.06 
4919,CA-2016-160304,1/2/2016,Standard Class,BM-11575,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",3,$173.94 
4920,CA-2016-160304,1/2/2016,Standard Class,BM-11575,TEC-PH-10000455,Technology,Phones,GE 30522EE2,2,$231.98 
4921,CA-2017-101728,8/19/2017,Standard Class,SC-20575,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2,$2.30 
4922,CA-2017-114055,12/25/2017,Second Class,MH-18115,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,2,$96.08 
4923,CA-2017-114055,12/25/2017,Second Class,MH-18115,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2,$3.62 
4924,CA-2017-114055,12/25/2017,Second Class,MH-18115,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,6,$629.10 
4925,CA-2017-114055,12/25/2017,Second Class,MH-18115,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,2,$90.48 
4926,CA-2017-126438,9/10/2017,First Class,AR-10345,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",2,$14.88 
4927,CA-2017-117653,10/19/2017,Standard Class,MO-17500,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",1,$91.28 
4928,CA-2017-143245,12/1/2017,Standard Class,AD-10180,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,3,$19.44 
4929,CA-2017-143245,12/1/2017,Standard Class,AD-10180,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,3,$897.15 
4930,US-2014-138828,9/2/2014,First Class,KD-16345,OFF-AR-10000658,Office Supplies,Art,Newell 324,5,$57.75 
4931,US-2014-138828,9/2/2014,First Class,KD-16345,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,3,$14.94 
4932,CA-2017-143651,3/25/2017,Standard Class,FM-14215,OFF-AR-10001446,Office Supplies,Art,Newell 309,2,$23.10 
4933,CA-2015-106978,9/28/2015,Standard Class,ZC-21910,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",1,$12.54 
4934,CA-2015-106978,9/28/2015,Standard Class,ZC-21910,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,2,$1.08 
4935,CA-2015-106978,9/28/2015,Standard Class,ZC-21910,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3,$4.51 
4936,CA-2015-155124,3/15/2015,Standard Class,KS-16300,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",3,$16.78 
4937,CA-2017-150931,1/6/2017,Standard Class,DP-13390,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7,$33.74 
4938,CA-2014-157147,1/13/2014,Standard Class,BD-11605,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,5,"$1,325.85 "
4939,CA-2014-157147,1/13/2014,Standard Class,BD-11605,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",3,$334.00 
4940,CA-2014-157147,1/13/2014,Standard Class,BD-11605,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,5,$19.90 
4941,CA-2015-156482,2/6/2015,Standard Class,IL-15100,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,9,"$1,268.82 "
4942,CA-2015-156482,2/6/2015,Standard Class,IL-15100,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",4,$283.92 
4943,CA-2015-156482,2/6/2015,Standard Class,IL-15100,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,2,$5.68 
4944,CA-2017-106782,12/21/2017,Standard Class,LP-17095,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1,$375.34 
4945,CA-2016-151372,9/5/2016,First Class,JH-15985,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,2,$96.08 
4946,CA-2016-151372,9/5/2016,First Class,JH-15985,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2,$11.68 
4947,CA-2016-151372,9/5/2016,First Class,JH-15985,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,2,$4.36 
4948,CA-2014-102085,10/4/2014,Standard Class,JD-16015,OFF-LA-10002475,Office Supplies,Labels,Avery 519,4,$29.24 
4949,CA-2017-107125,11/27/2017,Standard Class,BD-11320,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,7,$117.49 
4950,CA-2017-107125,11/27/2017,Standard Class,BD-11320,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,3,$18.84 
4951,CA-2016-125815,10/28/2016,Second Class,DL-13330,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,3,$12.42 
4952,CA-2015-144190,6/9/2015,Standard Class,NC-18415,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,2,$12.96 
4953,CA-2017-117926,12/8/2017,Second Class,AS-10225,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,1,$69.48 
4954,CA-2015-153906,3/16/2015,Standard Class,MS-17980,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,2,$85.90 
4955,CA-2014-160262,6/9/2014,Second Class,TS-21205,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,7,$18.06 
4956,CA-2014-160262,6/9/2014,Second Class,TS-21205,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,3,$79.14 
4957,CA-2014-160262,6/9/2014,Second Class,TS-21205,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",2,$37.40 
4958,CA-2015-127607,3/20/2015,Standard Class,JK-15730,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2,$2.51 
4959,CA-2015-127607,3/20/2015,Standard Class,JK-15730,OFF-FA-10003485,Office Supplies,Fasteners,Staples,9,$18.86 
4960,CA-2016-166226,11/18/2016,Standard Class,TC-21535,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,1,$61.19 
4961,CA-2016-166226,11/18/2016,Standard Class,TC-21535,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,1,$67.84 
4962,CA-2014-156587,3/7/2014,First Class,AB-10015,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",1,$48.71 
4963,CA-2014-156587,3/7/2014,First Class,AB-10015,OFF-AR-10001427,Office Supplies,Art,Newell 330,3,$17.94 
4964,CA-2014-156587,3/7/2014,First Class,AB-10015,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",3,$242.94 
4965,CA-2016-141180,5/15/2016,Second Class,DP-13000,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,4,$7.76 
4966,CA-2015-109708,5/25/2015,Second Class,CY-12745,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,4,$467.04 
4967,CA-2015-122406,8/2/2015,Second Class,BE-11455,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,3,$128.85 
4968,CA-2015-122406,8/2/2015,Second Class,BE-11455,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",2,$8.40 
4969,CA-2015-122406,8/2/2015,Second Class,BE-11455,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,2,$199.98 
4970,CA-2015-122406,8/2/2015,Second Class,BE-11455,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,1,$110.98 
4971,US-2016-153815,11/6/2016,First Class,KL-16555,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,2,$207.98 
4972,US-2016-153815,11/6/2016,First Class,KL-16555,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,2,$36.11 
4973,US-2016-153815,11/6/2016,First Class,KL-16555,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",2,$35.57 
4974,US-2016-153815,11/6/2016,First Class,KL-16555,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2,$88.77 
4975,CA-2016-164896,11/7/2016,Standard Class,PS-19045,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",2,$12.90 
4976,CA-2015-142202,9/18/2015,Second Class,JR-16210,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,9,$717.12 
4977,CA-2015-165050,12/7/2015,First Class,AH-10210,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,5,$21.36 
4978,CA-2015-165050,12/7/2015,First Class,AH-10210,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2,$6.69 
4979,CA-2015-165050,12/7/2015,First Class,AH-10210,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,6,$773.94 
4980,US-2016-131114,12/9/2016,Second Class,RW-19630,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,3,$20.57 
4981,US-2016-131114,12/9/2016,Second Class,RW-19630,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,2,$4.36 
4982,US-2016-131114,12/9/2016,Second Class,RW-19630,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,4,$19.04 
4983,CA-2014-160066,11/16/2014,Standard Class,AH-10075,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,2,$5.22 
4984,CA-2016-109925,11/6/2016,Second Class,IM-15070,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,3,$84.84 
4985,CA-2015-160696,9/6/2015,Standard Class,CK-12760,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,5,$7.24 
4986,CA-2014-125171,9/3/2014,Same Day,AG-10390,OFF-LA-10001175,Office Supplies,Labels,Avery 514,5,$14.40 
4987,CA-2016-149279,4/24/2016,Standard Class,CL-12700,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,3,$15.55 
4988,CA-2016-149279,4/24/2016,Standard Class,CL-12700,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,6,"$1,325.76 "
4989,CA-2016-149279,4/24/2016,Standard Class,CL-12700,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,2,$3.11 
4990,CA-2017-107321,8/31/2017,Standard Class,AW-10930,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,3,$6.67 
4991,CA-2017-107321,8/31/2017,Standard Class,AW-10930,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,4,$689.41 
4992,US-2017-122714,12/7/2017,Standard Class,HG-14965,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,5,"$1,889.99 "
4993,CA-2015-153038,12/18/2015,Standard Class,RB-19645,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8,$55.94 
4994,CA-2015-153038,12/18/2015,Standard Class,RB-19645,OFF-LA-10004008,Office Supplies,Labels,Avery 507,8,$18.43 
4995,CA-2015-153038,12/18/2015,Standard Class,RB-19645,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",5,$20.32 
4996,CA-2014-132227,11/4/2014,Standard Class,SZ-20035,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",4,$52.06 
4997,CA-2017-155824,3/10/2017,Standard Class,KS-16300,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,1,$48.78 
4998,CA-2017-155824,3/10/2017,Standard Class,KS-16300,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,4,$13.09 
4999,CA-2016-129238,1/31/2016,Standard Class,SC-20050,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,1,$109.59 
5000,CA-2016-129238,1/31/2016,Standard Class,SC-20050,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,5,$56.70 
5001,CA-2017-159688,5/7/2017,Standard Class,AB-10060,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1,$79.99 
5002,CA-2016-136126,5/24/2016,Same Day,EH-14125,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",5,$69.50 
5003,CA-2016-136126,5/24/2016,Same Day,EH-14125,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,4,$191.60 
5004,CA-2016-155033,10/7/2016,Standard Class,CC-12475,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,2,$10.56 
5005,CA-2014-156006,4/30/2014,Second Class,TM-21010,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,3,$47.79 
5006,CA-2015-158659,11/10/2015,Second Class,SC-20695,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,5,$714.30 
5007,CA-2015-169796,11/9/2015,Standard Class,Dp-13240,TEC-MA-10000045,Technology,Machines,Zebra ZM400 Thermal Label Printer,2,"$2,321.90 "
5008,CA-2015-169796,11/9/2015,Standard Class,Dp-13240,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",3,$17.94 
5009,CA-2015-102876,9/7/2015,Standard Class,LR-17035,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,1,$9.52 
5010,CA-2015-102876,9/7/2015,Standard Class,LR-17035,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,6,$791.96 
5011,CA-2015-102876,9/7/2015,Standard Class,LR-17035,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3,$4.92 
5012,US-2017-139647,5/11/2017,First Class,TS-21370,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,7,$209.98 
5013,US-2017-160465,7/21/2017,Standard Class,SW-20350,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,3,$33.93 
5014,US-2017-160465,7/21/2017,Standard Class,SW-20350,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,7,$222.32 
5015,US-2017-160465,7/21/2017,Standard Class,SW-20350,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,6,$210.56 
5016,CA-2014-153850,11/24/2014,Standard Class,TH-21100,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",7,$35.17 
5017,CA-2014-153850,11/24/2014,Standard Class,TH-21100,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,4,"$1,502.38 "
5018,CA-2014-127558,11/15/2014,First Class,SS-20410,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,3,$10.11 
5019,CA-2014-127558,11/15/2014,First Class,SS-20410,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3,$772.47 
5020,CA-2014-127558,11/15/2014,First Class,SS-20410,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,2,$20.46 
5021,CA-2017-136511,3/23/2017,Second Class,MZ-17515,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,3,$347.58 
5022,CA-2016-133795,12/18/2016,Standard Class,JE-15475,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,2,$72.64 
5023,CA-2016-133795,12/18/2016,Standard Class,JE-15475,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,3,$772.47 
5024,CA-2016-133795,12/18/2016,Standard Class,JE-15475,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",4,$39.92 
5025,US-2017-130953,7/29/2017,Standard Class,RF-19735,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,2,$33.48 
5026,US-2017-130953,7/29/2017,Standard Class,RF-19735,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,3,$461.97 
5027,US-2017-130953,7/29/2017,Standard Class,RF-19735,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",2,$137.62 
5028,US-2017-130953,7/29/2017,Standard Class,RF-19735,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,3,$302.67 
5029,CA-2014-151792,9/2/2014,Second Class,CV-12295,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,3,$239.98 
5030,CA-2017-139304,1/29/2017,Standard Class,VG-21790,OFF-AR-10001216,Office Supplies,Art,Newell 339,3,$8.34 
5031,CA-2017-139304,1/29/2017,Standard Class,VG-21790,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,1,$8.57 
5032,CA-2017-139304,1/29/2017,Standard Class,VG-21790,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,8,$119.62 
5033,CA-2016-155166,12/26/2016,Standard Class,BB-11545,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,3,$212.94 
5034,CA-2016-155166,12/26/2016,Standard Class,BB-11545,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,1,$26.49 
5035,CA-2015-103954,8/9/2015,Second Class,HR-14770,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,5,$687.40 
5036,CA-2014-169803,4/6/2014,Standard Class,SC-20260,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3,$653.55 
5037,CA-2014-169803,4/6/2014,Standard Class,SC-20260,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,2,$33.90 
5038,CA-2017-141719,11/17/2017,Second Class,EG-13900,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,5,$239.96 
5039,CA-2015-136469,7/11/2015,First Class,TS-21370,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",4,$199.84 
5040,CA-2015-136469,7/11/2015,First Class,TS-21370,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,2,$716.00 
5041,CA-2015-136469,7/11/2015,First Class,TS-21370,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,7,$221.06 
5042,CA-2016-158694,11/10/2016,Second Class,AI-10855,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,3,$67.71 
5043,CA-2016-158694,11/10/2016,Second Class,AI-10855,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,4,$129.92 
5044,CA-2016-158694,11/10/2016,Second Class,AI-10855,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",9,$467.46 
5045,CA-2016-158694,11/10/2016,Second Class,AI-10855,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,5,$61.40 
5046,CA-2016-158694,11/10/2016,Second Class,AI-10855,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,4,$720.76 
5047,CA-2016-158694,11/10/2016,Second Class,AI-10855,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,3,$5.18 
5048,CA-2016-158694,11/10/2016,Second Class,AI-10855,OFF-AR-10001227,Office Supplies,Art,Newell 338,5,$14.70 
5049,US-2014-104759,3/31/2014,Standard Class,DD-13570,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,7,$8.13 
5050,US-2014-104759,3/31/2014,Standard Class,DD-13570,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,2,$79.98 
5051,CA-2015-150511,9/18/2015,Standard Class,AB-10060,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",2,$18.54 
5052,CA-2015-134922,11/7/2015,Standard Class,KB-16240,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",2,$24.40 
5053,US-2017-120607,5/19/2017,Same Day,JC-15775,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,4,$195.64 
5054,CA-2015-141243,1/3/2015,Second Class,AH-10465,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,5,$398.40 
5055,CA-2015-141243,1/3/2015,Second Class,AH-10465,OFF-AR-10001246,Office Supplies,Art,Newell 317,3,$7.06 
5056,CA-2015-141243,1/3/2015,Second Class,AH-10465,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,9,"$1,352.40 "
5057,CA-2015-162166,9/8/2015,First Class,NM-18520,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,5,$26.40 
5058,CA-2015-162166,9/8/2015,First Class,NM-18520,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,6,$41.88 
5059,CA-2016-120796,4/3/2016,Standard Class,CS-11950,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",9,$99.85 
5060,CA-2016-109722,12/5/2016,Second Class,TP-21130,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2,$699.98 
5061,CA-2016-109722,12/5/2016,Second Class,TP-21130,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,9,$584.82 
5062,CA-2015-136798,5/8/2015,Standard Class,DL-12925,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,2,$43.98 
5063,CA-2015-136798,5/8/2015,Standard Class,DL-12925,TEC-PH-10000441,Technology,Phones,VTech DS6151,3,$377.97 
5064,CA-2015-136798,5/8/2015,Standard Class,DL-12925,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",3,$123.96 
5065,CA-2017-122196,9/22/2017,First Class,CA-12265,TEC-PH-10004977,Technology,Phones,GE 30524EE4,2,$391.98 
5066,CA-2017-142090,11/30/2017,Standard Class,SC-20380,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,3,$383.98 
5067,CA-2017-142090,11/30/2017,Standard Class,SC-20380,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,7,"$1,781.68 "
5068,CA-2017-160934,1/15/2017,Standard Class,TT-21460,OFF-AR-10003504,Office Supplies,Art,Newell 347,5,$21.40 
5069,CA-2014-124478,8/8/2014,Standard Class,MA-17560,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,1,$549.99 
5070,CA-2014-124478,8/8/2014,Standard Class,MA-17560,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",3,$167.54 
5071,CA-2014-124478,8/8/2014,Standard Class,MA-17560,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,3,$38.34 
5072,CA-2014-124478,8/8/2014,Standard Class,MA-17560,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,6,$53.88 
5073,CA-2014-124478,8/8/2014,Standard Class,MA-17560,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,2,$299.98 
5074,CA-2015-145485,11/5/2015,Same Day,JM-16195,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,4,$62.80 
5075,CA-2017-151071,4/25/2017,Second Class,MB-18085,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2,$13.90 
5076,CA-2014-134572,4/20/2014,Second Class,SV-20365,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,5,$744.10 
5077,CA-2014-134572,4/20/2014,Second Class,SV-20365,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",5,$44.84 
5078,CA-2014-134572,4/20/2014,Second Class,SV-20365,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,2,$401.59 
5079,CA-2017-143217,11/11/2017,Standard Class,CG-12040,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3,$18.24 
5080,US-2017-133312,11/25/2017,Standard Class,BD-11500,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",3,$359.50 
5081,US-2017-133312,11/25/2017,Standard Class,BD-11500,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,1,$10.48 
5082,US-2015-137533,12/18/2015,Same Day,JK-15640,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,4,$20.74 
5083,CA-2016-155138,9/8/2016,Standard Class,JM-15580,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,4,$35.17 
5084,CA-2016-155138,9/8/2016,Standard Class,JM-15580,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,3,$64.70 
