job,doc,borough,house,street_name,job_type,job_status_descrp,landmarked,adult_estab,latest_action_date,existing_occupancy,proposed_occupancy,owner_type,job_description,initial_cost
440450664,1,QUEENS,7558,196 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2017-12-21 ,R-3,R-3,INDIVIDUAL,"INSTALLATION OF SOLAR SYSTEM AS PER PLANS.NO CHANGE IN USE,EGRESS, OR OCCUPANCY",$10032.00
110036871,1,MANHATTAN,860,10 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2010-04-14 ,RES,,CORPORATION,"REPLACE BOILER AND OIL BURNER.  NO CHANGE IN EGRESS, OCCUPANCY OR USE UNDER THIS APPLICATION.",$0.00
110036880,1,MANHATTAN,336,WEST   47 STREET,A2,SIGNED OFF,N,N,2009-06-08 ,RES,,INDIVIDUAL,"REPLACE TWO (2) 275 GALLON FUEL OIL TANKS. NO CHANGE IN EGRESS, OCCUPANCY OR USE UNDER THIS APPLICATION.",$3000.00
110037111,1,MANHATTAN,266,WEST   35 STREET,A2,SIGNED OFF,N,N,2012-02-23 ,,,CORPORATION,"INSTALL MODIFIED CLASS E FIRE ALARM. NOCHANGE IN USE, EGRESS OR OCCUPAN CY.",$16000.00
110037120,1,MANHATTAN,801,2 AVENUE,A2,SIGNED OFF,N,N,2008-04-21 ,COM,,PARTNERSHIP,"INSTALLATION OF SPRINKLER HEADS AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$3000.00
103033879,1,MANHATTAN,689,5 AVENUE,A3,SIGNED OFF,N,N,2002-04-30 ,E,,CORPORATION,NON ILLUMINATED NON ADVERTISING ACCESSORY AWNING                                          READING- FACOMMABLE,$1500.00
103033888,1,MANHATTAN,17,EAST   83 STREET,A3,SIGNED OFF,N,N,2005-11-01 ,COM,,INDIVIDUAL,"INSTALL HEAVY DUTY SCAFFOLD:20' LONG BY 50' HIGH AT 17 EAST 83RD STREET DURING FACADE REPAIR. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$0.00
123543399,1,MANHATTAN,45,ROCKEFELLER PLAZA,A2,SIGNED OFF,Y,N,2020-05-06 ,COM,COM,CORPORATION,"MODIFICATION TO EXISTING OFFICE SPACE, AS PER PLANS FILED HEREWITH.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$4225.00
123495351,1,MANHATTAN,1940,LEXINGTON AVE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-01-09 ,J-2,J-2,NYCHA/HHC,INSTALLATION OF SPRINKLERS AS INDICATED ON DRAWINGS.,$48000.00
321814097,1,BROOKLYN,1,FLATBUSH AVENUE,A2,PLAN EXAM - APPROVED,N,N,2018-10-04 ,E,E,PARTNERSHIP,"RELOCATION OF MECHANICAL FAN AT ROOF.  NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$15000.00
340637485,1,BROOKLYN,706,EAST 94TH STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-17 ,J-3,J-3,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON EXISTING ROOF STRUCTURE. NO CHANGE IN EGRESS, USE, OR OCCUPANCY",$22918.00
110037692,1,MANHATTAN,331,SIXTH AVENUE,A3,SIGNED OFF,N,N,2008-02-07 ,E,,PARTNERSHIP,"ERECT NON-ILLUM. AWNING - NO WORDING.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$3000.00
110038726,1,MANHATTAN,313,CHURCH STREET,A2,SIGNED OFF,Y,N,2015-01-22 ,,,PARTNERSHIP,MODIFICATION OF KITCHEN FIRE SUPPRESSION SYSTEM NO CHANGES,$3000.00
103033897,1,MANHATTAN,689,5 AVENUE,A3,SIGNED OFF,N,N,2002-04-30 ,E,,CORPORATION,NON ILLUMINATED NON ADVERTISING ACCESSORY AWNING                                   READING- FACOMMABLE,$1500.00
103033904,1,MANHATTAN,689,5 AVENUE,A3,SIGNED OFF,N,N,2002-05-01 ,E,,CORPORATION,NON ILLUMINATED NON ADVERTISING ACCESSORY AWNING                                       READING- FACOMMABLE,$1500.00
110038968,1,MANHATTAN,159-04,HARLEM RIVER DRIVE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2007-12-14 ,,,PARTNERSHIP,MODIFICATION OF KITCHENFIRE SUPPRESSIONSYSTEM NO CHANGES,$3000.00
103033913,1,MANHATTAN,689,5 AVENUE,A3,SIGNED OFF,N,N,2002-05-01 ,E,,CORPORATION,NON ILLUMINATED NON ADVERTISING ACCESSORY AWNING                                      READING- FACOMMABLE,$1500.00
103034841,1,MANHATTAN,201,EAST   67 STREET,A2,SIGNED OFF,N,N,2011-11-22 ,C,,PARTNERSHIP,"REMOVE; REDESIGN; & INSTALL SPRINKLER SYSTEM TO TO CONFORM TO NEW CEILINGS AND WALLS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$8000.00
103034850,1,MANHATTAN,240,CENTRE STREET,A3,PLAN EXAM - APPROVED,Y,N,2002-09-17 ,RES,,OTHER,"FILING FOR FIRE PROTECTION PLAN.  NO CHANGE OF USE, EGRESS OR OCCUPANCY.",$100.00
110042034,2,MANHATTAN,810,SEVENTH AVENUE,A2,SIGNED OFF,N,N,2009-06-18 ,,,,"HVAC demo and mino plumbing demo at 37th floor as per plans. No change in use, egress or occupancy.",$17000.00
110042043,1,MANHATTAN,639,WEST END AVENUE,A2,SIGNED OFF,Y,N,2008-06-23 ,RES,,CORPORATION,"Remove partitions and erect partitions, plumbing changes. Combine 2 apartments into 1 apartment on the 13th floor. No change in use, occupancy or egress under this application.",$30000.00
440513507,1,QUEENS,375,BEACH 13 STREET,A2,SIGNED OFF,N,N,2019-03-19 ,R-3,R-3,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$45620.00
110042052,1,MANHATTAN,247,WEST   35 STREET,A2,SIGNED OFF,N,N,2008-02-20 ,COM,,PARTNERSHIP,"New partitions on the eighth floor rear suite.  No change to use, zoning, occupancy or egress.",$15000.00
421668779,1,QUEENS,133-45,ROOSEVELT AVE,A2,SIGNED OFF,N,N,2020-01-08 ,C,C,CORPORATION,"INSTALL AUTOMATIC FIRE SUPPRESSION SYSTEM IN CONJUNCTION WITH JOB#421660232. NO CHANGE IN USE, EGRESS OF OCCUPANCY.",$5000.00
321844475,1,BROOKLYN,182,PULASKI    STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-09-25 ,RES,RES,INDIVIDUAL,"REPAIRS DUE TO FIRE AND WATER DAMAGE AT CELLAR ,BASEMENT,1ST AND 2ND FLOORS  NO CHANGE IN USE OR OCCUPANCY",$30000.00
140809720,1,MANHATTAN,3801,BROADWAY,A3,SIGNED OFF,N,N,2019-02-06 ,COM,COM,CORPORATION,"EXTERIOR FACADE RESTORATION AS PER PLANS.  NO CHANGE TO USE, EGRESS AND OCCUPANCY.",$150000.00
123197245,1,MANHATTAN,711,THIRD AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-02-01 ,COM,COM,CORPORATION,"MODIFICATIONS TO THE EXISTING SPRINKLER SYSTEM AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$10000.00
440513561,1,QUEENS,118-48,FRANCIS LEWIS BLVD,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-05 ,J-3,J-3,INDIVIDUAL,"INSTALLATION OF SOLAR ENERGY SYSTEM ON ROOF. NO CHANGE OF OCCUPANCY, USE OR EGRESS.",$18500.00
321849149,1,BROOKLYN,300,CLINTON AVENUE,A2,PLAN EXAM - DISAPPROVED,Y,N,2018-10-15 ,RES,RES,CORPORATION,INSTALL NEW ROOF DECK AS PER PLANS FILED HEREWITH.,$10000.00
110042374,3,MANHATTAN,1221,AVENUE OF THE AMERICAS,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-11 ,,,,"Filing herewith for structural modifications as per plans. No change to use, egress or occupancy.",$15000.00
440514105,1,QUEENS,147-18,232ND STREET,A2,SIGNED OFF,N,N,2020-05-08 ,R-3,R-3,INDIVIDUAL,INSTALLATION OF ROOFTOP RAILLES SOLAR PV PANEL SYSTEM,$31350.00
240239611,1,BRONX,15,NORTH STREET,A2,PLAN EXAM - IN PROCESS,N,N,2018-10-07 ,J-2,J-2,PARTNERSHIP,"FACADE REPAIRS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$83965.00
123197030,1,MANHATTAN,177,EAST 75TH STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-01-19 ,RES,RES,CORPORATION,"REMOVAL AND INSTALLATION OF INTERIOR NON-BEARING PARTITIONS AND RELATED FINISHES AS PER PLANS FILED HEREWITH.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$80000.00
123196914,1,MANHATTAN,711,THIRD AVENUE,A2,SIGNED OFF,N,N,2019-08-21 ,COM,COM,CORPORATION,"MODIFICATIONS TO THE EXISTING SPRINKLER SYSTEM FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",$10000.00
110044835,1,MANHATTAN,136,EAST   39 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-03-04 ,COM,,INDIVIDUAL,Replacement of air conditioning units. No change in use egress or occupancy.,$46000.00
110044844,1,MANHATTAN,55,EAST   52 STREET,A2,SIGNED OFF,N,N,2010-04-14 ,,,PARTNERSHIP,FILING HEREWITH DRAWING SHOWING DEMOLITION OF PARTITIONS ON THE 43RD FLO OR AS PER DRAWINGS SUBMITTED.,$25000.00
440460485,1,QUEENS,1609,JEFFERSON AVENUE,A2,PLAN EXAM - IN PROCESS,N,N,2018-01-18 ,RES,RES,INDIVIDUAL,"FULL GUT REHAB OF EXISTING 3 FAMILY 3 STORY AND CELLAR BUILDING. NO CHANGE IN USE, EGRESS, BULK OR OCCUPANCY OF THE BUILDING.",$162000.00
102526134,1,MANHATTAN,216,WEST   20 STREET,A2,SIGNED OFF,N,N,2002-04-24 ,COM,,CORPORATION,"Propose to reinforce the existing structure by adding tie-back bracing to the existing flooring.  No change in use, egress or occupancy.",$7000.00
421592093,1,QUEENS,115-01,107 AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-12-23 ,R-2,R-2,CORPORATION,INSTALLATION OF NEW COMMERCIAL CAST IRON WATER/ STEAM BOILER.,$40000.00
103026182,1,MANHATTAN,81,BEDFORD STREET,A2,PERMIT ISSUED - PARTIAL JOB,Y,N,2002-01-10 ,RES,,CORPORATION,"Renovation of apartment 3F. Minor plumbing and construction work. No change to use, occupancy and egress.",$25000.00
103026191,1,MANHATTAN,230,CPW,A2,SIGNED OFF,N,N,2004-07-22 ,RES,,CORPORATION,"Apartment renovation to include demoliton and construction of partitions, minor plumbing work as shown on submitted plans.  No change in use, egress or occupancy.",$29000.00
103026217,1,MANHATTAN,443,BROADWAY,A3,PLAN EXAM - APPROVED,Y,N,2001-11-02 ,COM,,INDIVIDUAL,INSTALL HEAVY DUTY SCAFFOLD: 75' LONG BY 60' HIGH .   NO CHANGE IN USE EGRESS OR OCCUPANCY.,$0.00
110051657,3,MANHATTAN,345,PARK AVENUE SOUTH,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2007-12-14 ,,,,"Propose to remove and replace the plumbing fixture as shown on drawing filed herewith. No change in use, egress or occupancy.",$3000.00
103026235,1,MANHATTAN,211,CPW,A3,SIGNED OFF,Y,N,2004-12-28 ,RES,,PARTNERSHIP,INSTALL HEAVY DUTY SCAFFOLD: 20' LONG BY 75' HIGH .   NO CHANGE IN USE EGRESS OR OCCUPANCY.,$0.00
540141880,1,STATEN ISLAND,229,ANDERSON STREET,A2,SIGNED OFF,N,N,2018-04-09 ,R-3,R-3,INDIVIDUAL,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$18150.00
321669057,1,BROOKLYN,1916,86TH STREET,A3,SIGNED OFF,N,N,2019-03-22 ,B,B,CORPORATION,"NON ILLUMINATED NON ADVERTISING ACCESSORY AWNING - VIP OPTICAL. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",$4660.00
110046156,2,MANHATTAN,900,3 AVENUE,A2,SIGNED OFF,N,N,2008-07-10 ,,,,Modifications to existing HVAC system and installation of plumbing fixtures as per plans filed herewith. No change in use egress or occupancy.,$100000.00
102526143,1,MANHATTAN,280,BROADWAY,A2,SIGNED OFF,N,N,2002-04-03 ,COM,,OTHER,"Application filed for interior renovation at 1st and 2nd Floor as shown on plans filed herewith.  No change in use, egress or occupancy.",$500000.00
110047093,1,MANHATTAN,960,AVENUE OF THE AMERICAS,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-04 ,COM,,CORPORATION,"Sprinkler modifications as indicated on plans. No change in use, egress or occupancy.",$15000.00
110047100,1,MANHATTAN,412,EAST   11 STREET,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-08 ,RES,,PARTNERSHIP,"INSTALLATION OF A HEAVY DUTY SIDEWALK SHED 18' DURING FACADE REPAIR. NO CHANGE IN USE, EGRESS OR OCCUPANCY. SHED TO COMPLY WITH LL33/91 AND TPPN 9/99.",$0.00
110047253,1,MANHATTAN,4,TIMES SQUARE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-02 ,E,,PARTNERSHIP,"Upgrade existing kitchen fire suppression system, as shown on plan.  No change in use, occupancy, or egress.",$3000.00
110047770,1,MANHATTAN,307,7 AVENUE,A1,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-03-10 ,E,E,CORPORATION,Propose to convert existing manufacturing building to office use.,$1000.00
103026529,1,MANHATTAN,120,FIFTH AVENUE,A3,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2001-11-16 ,RES,,PARTNERSHIP,"INSTALLATION OF SCAFFOLDING NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$0.00
110048029,1,MANHATTAN,10,WEST   33 STREET,A2,SIGNED OFF,N,N,2008-01-12 ,COM,,PARTNERSHIP,"Installing  new AC unit and Ductwork.  No change in use, egress or occupancy.",$24000.00
102504050,1,MANHATTAN,230,WEST  112 STREET,A1,SIGNED OFF,N,N,2003-03-11 ,J-3,J-3,INDIVIDUAL,"Reconstruction of existing 3 story Townhouse.  Partition changes, temporary construction fence. Mechanical, plumbing, and structural work in conjunction with reconstruction.  New Certificate of Occupancy to be obtained.",$231000.00
440513570,1,QUEENS,120-60,164TH STREET,A2,SIGNED OFF,N,N,2019-02-04 ,R-3,R-3,INDIVIDUAL,"FILING HEREWITH TAX ABATEMENT APPLICATION FOR INSTALLATION OF ROOF MOUNTED SOLAR PANELS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$47850.00
220671752,1,BRONX,3440,WHITE PLAINS ROAD,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-11-16 ,RES,RES,NYCHA/HHC,"INSTALLATION OF FIRE SUPPRESSION SYSTEM ONLY. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$3000.00
220671789,1,BRONX,2660,BAILEY AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-11-16 ,RES,RES,NYCHA/HHC,"INSTALLATION OF FIRE SUPPRESSION SYSTEM ONLY. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$3000.00
110049402,1,MANHATTAN,219,FIRST AVENUE,A2,SIGNED OFF,N,N,2015-08-03 ,RES,,CORPORATION,"Installing plumbing and mechanical systems as shown on plans. No change of use, egress or occupancy.",$170000.00
123275400,1,MANHATTAN,307,WEST 38TH STREET,A2,SIGNED OFF,N,N,2020-06-05 ,COM,COM,CORPORATION,"INFRASTRUCTURE WORK INCLUDING MINOR INTERIOR DEMOLITION, CONSTRUCTION OF NON-LOAD BEARING PARTITIONS, WINDOW IN-FILL WORK, AND DOOR INSTALLATIONS. NO CHANGE IN EGRESS, USE, OR OCCUPANCY.",$100000.00
340579216,1,BROOKLYN,199,SKILLMAN STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-03-30 ,J-2,J-2,CORPORATION,"INSTALLATION OF SPRINKLER SYSTEM IN CONJUNCTION WITH NEW BUILDING APPLICATION #310069840. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",$1000.00
102526152,1,MANHATTAN,113,BAXTER STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-04-30 ,,,INDIVIDUAL,BOILER/BURNER REPLACEMENT NO CHANGE IN EGRESS OR OCCUPANCY IS INVOLVED UNDER THIS APPLICATION,$0.00
110051078,1,MANHATTAN,2,PENNSYLVANIA PLAZA,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2007-12-13 ,,,PARTNERSHIP,MODIFACATION OF FIRE ALARM SYSTEM ON PRTOF 17TH FLR AS PER DRAWINGS NO CHANGE TO LL5/73,$13000.00
121187928,1,MANHATTAN,799,FT WASHINGTON AVE,NB,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-02-28 ,,S-2,OTHER GOV'T AGENCY,NEW ACCESSORY STRUCTURE (HORTICULTURAL GREEN HOUSE),$0.00
340579225,1,BROOKLYN,1766,64TH STREET,A2,PLAN EXAM - DISAPPROVED,N,N,2018-01-29 ,R-2,R-2,INDIVIDUAL,TO FILE SPRINKLER 'SP' WORK IN CONJUNCTION WITH ALT-1 JOB#321186621.,$20500.00
123275268,1,MANHATTAN,499,PARK AVENUE,A2,SIGNED OFF,N,N,2018-09-19 ,E,E,CORPORATION,"GENERAL CONSTRUCTION INCLUDING INTERIOR REMOVAL AND INSTALLATION OF PARTITIONS, DOORS, FLOORING AND REFLECTED CEILING ON THE 12TH FLOOR. THERE ARE NO CHANGES IN USE, EGRESS OR OCCUPANCY",$105606.00
102526161,1,MANHATTAN,208,EAST   82 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-04-23 ,,,INDIVIDUAL,CHANGE OF OIL FROM #4 TO #2 AND BURNER REPL. NO CHANGE IN EGRESS OR OCCUPANCY IS INVOLVED UNDER THIS APPLICATION.,$0.00
220631984,1,BRONX,1925,TURNBULL AVENUE,A3,PLAN EXAM - APPROVED,N,N,2018-01-22 ,M,M,PARTNERSHIP,FIRE PROTECTION PLAN,$1000.00
440460519,1,QUEENS,117-22,125TH STREET,A2,SIGNED OFF,N,N,2018-05-07 ,R-3,R-3,INDIVIDUAL,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",$39363.00
102526170,1,MANHATTAN,20,WEST   46 STREET,A2,SIGNED OFF,N,N,2001-05-09 ,,,INDIVIDUAL,BOILER/BURNER REPL. NO CHANGE IN EGRESS OR OCCUPANCY IS INVOLVED UNDER THIS APPLICATION.,$0.00
123275259,1,MANHATTAN,499,PARK AVENUE,A2,SIGNED OFF,N,N,2019-04-24 ,E,E,CORPORATION,"SPRINKLER RENOVATION INCLUDING INSTALLATION, REMOVAL AND RELOCATES OF SPRINKLER HEADS AND ASSOCIATES PIPING ON THE 12TH FLOOR. THERE ARE NO CHANGES IN USE, EGRESS OR OCCUPANCY",$18500.00
321680141,1,BROOKLYN,943,60TH STREET,SC,COMPLETED,N,N,2017-11-22 ,,,PARTNERSHIP,CONDO SUBDIVISION FOR LOT 42. THERE WILL BE A TOTAL OF TWELVE (12) CONDO TAX LOTS. TAX LOT #1101 FOR COMMUNITY FACILITY AND # 1103-#1112 FOR RESIDENTIAL UN ITS. NOTE: NEW BUILDING APPLICATION #320915131,$0.00
102526214,1,MANHATTAN,251,PARK AVENUE SOUTH,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2001-04-17 ,,,PARTNERSHIP,"ADD EQUIPMENT TO EXISTING MODIFIED CLASS E FIRE ALARM SYSTEM AS SHOWN ON ATTACHED RISER DIAGRAM. NO CHANGE INUSE, OCCUPANCY OR EGRESS",$5000.00
121276038,1,MANHATTAN,969,5 AVE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,Y,N,2018-08-24 ,RES,RES,CONDO/CO-OP,"REGISTER EXISTING GAS FIRED FIREPLACES ON THE 5TH AND 6TH FLOORS.  RECONNECT GAS TO MAKE FIREPLACES FUNCTIONAL. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",$3000.00
340559853,1,BROOKLYN,303,EAST 37 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2017-12-04 ,R-3,R-3,INDIVIDUAL,8.910KW ROOF MOUNTED SOLAR PV ARRAY,$47577.00
123173733,1,MANHATTAN,37,WEST 44TH STREET,A2,SIGNED OFF,Y,N,2018-07-25 ,RES,RES,CORPORATION,"MODIFICATIONS TO EXISTING MECHANICAL SYSTEM AND INSTALLATION OF NEW ROOF UNITS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$500000.00
440446938,1,QUEENS,208-01,JAMAICA AVENUE,A2,PLAN EXAM - DISAPPROVED,N,N,2017-11-06 ,F-4,F-4,INDIVIDUAL,"HEREWITH FILE ALTERATION TYPE 2 FOR MINOR INTERIOR RENOVATIONS ON GROUND FLOOR AND MINOR PLUMBING WORK . NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",$61500.00
123275384,1,MANHATTAN,962,MADISON AVENUE,A2,SIGNED OFF,Y,N,2019-03-13 ,COM,COM,CORPORATION,FILING A 'NO WORK' APPLICATION TO:  (1) LEGALIZE 3- TON A/C UNIT INSTALLED IN 2004 AT FIRST FLOOR CEILING.   (2) TO OBTAIN EQUIPMENT USE CARD AS PER FDNY REQUEST.  (3) REMOVE VIOLATION #0011573564K,$10000.00
102526232,1,MANHATTAN,220,WEST   27 STREET,A2,SIGNED OFF,N,N,2002-03-19 ,RES,,CORPORATION,"PROPOSE TO INSTALL NEW SPRINKLER SYSTEM AS SHOWN ON DRAWINGS FILED HEREWITH. NO CHANGE IN USE, OCCPANCY OR EGRESS.",$160000.00
321714515,1,BROOKLYN,165A,4TH AVE,DM,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-10-23 ,J-2,,CORPORATION,FULL DEMOLITION OF 4 STORY BUILDING AND CELLAR AS PER PLANS FILED HEREWITH,$0.00
210177761,1,BRONX,1741,GRAND AVE,NB,APPLICATION PROCESSED - ENTIRE,N,N,2018-01-20 ,,R-2,PARTNERSHIP,FILING TO CONSTRUCT 8 STORY NEW BUILDING.,$0.00
110051666,1,MANHATTAN,157,HUDSON STREET,A2,SIGNED OFF,Y,N,2009-11-06 ,E,,PARTNERSHIP,Propose to install new sprinkler heads and related piping as shown on drawings filed herewith.  No change in use; occupany or egress.  Existing layout filed under Appl.# 104579387.,$14000.00
110051951,2,MANHATTAN,115,CENTRAL PARK WEST,A2,SIGNED OFF,Y,N,2010-07-02 ,,,,"Mechanical and plumbing work as per attached plans. Remove 1 kitchen. No change to use, egress or occupancy.",$620290.00
110051951,3,MANHATTAN,115,CENTRAL PARK WEST,A2,SIGNED OFF,Y,N,2010-07-02 ,,,,"Create floor opening for new convenience stair. No change to use egress, or occupancy.",$207916.00
110053744,1,MANHATTAN,33,THIRD AVENUE,A2,SIGNED OFF,N,N,2009-12-14 ,,,PARTNERSHIP,INSTALL MAGNETIC DOOR LOCKS AT ROOF LEVLTO TIE EXISTING INTERIOR FIRE ALARM SYSTEM AS PER PLANS,$51000.00
123209312,1,MANHATTAN,401,EAST 74TH STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2018-01-18 ,J-2,J-2,CORPORATION,INSTALLING ON ROOF REPLACEMENT 20 TON MAKE UP AIR HANDLER FOR BUILDING TOGETHER WITH TWO COMDENSING UNITS,$25000.00
110053968,1,MANHATTAN,10,MOTT STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-18 ,COM,,CORPORATION,"INSTALLATION OF SINKS AND GREASE TRAP PER PLAN IN CONJUNCTION WITH #110041552. NO CHANGE IN USE, EGRESS OR IN OCCUPANCY.",$2500.00
110053977,1,MANHATTAN,90,BOWERY,A2,SIGNED OFF,N,N,2008-05-15 ,C,,CORPORATION,"INSTALL NON-BEARING PARTITION, SHELVING, AND STOREFRONT IN EXISTING STORE #6 PER PLAN.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",$10000.00
110054226,1,MANHATTAN,130,EAST   57 STREET,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2010-09-21 ,COM,,PARTNERSHIP,"Replacing existing Boilers and Water Heater. No change in use, egress or occupancy.",$60000.00
110054360,1,MANHATTAN,787,SEVENTH AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-11-06 ,,,PARTNERSHIP,INSTALLATION OF FIRE ALRM DEVICES AS PER PLANS. NO CHANGE TO EGRESS USE OR OCCUPANCY,$4000.00
110054832,1,MANHATTAN,345,PARK AVENUE,A2,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2008-01-24 ,E,,PARTNERSHIP,"HVAC AND PLUMBING WORK ON THE 28TH FLOOR.  NO CHANGE IN OCCUPANCY, USE OR EGRESS.",$98000.00
110055350,2,MANHATTAN,120,PARK AVENUE,A2,SIGNED OFF,N,N,2009-03-18 ,,,,"Filing herewith for structural modifications as per plans filed. No change in use, egress or occupancy under this application.",$50000.00
110060102,1,MANHATTAN,40,WEST  116 STREET,A2,SIGNED OFF,N,N,2009-09-04 ,,,PARTNERSHIP,FILING TO INSTALL TEMPORARY GAS SERVICEFOR WINTER HEATERS NO CHANGES WORK RELATED TO NB104115510,$2000.00
321848676,1,BROOKLYN,1911,AVENUE M,A2,PLAN EXAM - DISAPPROVED,N,N,2018-10-12 ,J-3,J-3,CORPORATION,FILING TO CURE VIOLATION #35272727H NEW LAYOUT FOR STORE WITH PLUMBING AND MECHANICAL WORK NO CHANGE IN USE  EGRESS OCCUPANCY UNDER THIS APPLICATION.,$101500.00
421685812,1,QUEENS,136-20,BOOTH MEMORIAL AVENUE,A3,SIGNED OFF,N,N,2019-06-12 ,,,CORPORATION,BUILDERS PAVEMENT PLAN,$0.00
102610809,1,MANHATTAN,2109,BROADWAY,A2,SIGNED OFF,Y,N,2001-06-15 ,,,PARTNERSHIP,"Respectfully  propose new doors in entry hall as per plans. No change in use, egress or occupancy.",$3000.00
201198523,1,BRONX,650,HOLLYWOOD AV,A3,PERMIT ISSUED - ENTIRE JOB/WORK,N,N,2019-10-31 ,PUB,PUB,OTHER GOV'T AGENCY,SIDEWALK SHED - APPLICATION FILED ON BEHALF OF THE CONTRACTOR,$0.00
220606066,1,BRONX,3512,OXFORD AVENUE,A3,PLAN EXAM - APPROVED,N,N,2018-10-04 ,RES,RES,INDIVIDUAL,TPP- TENANT PROTECTION PLAN FILED IN CONJUNCTION WITH APPLICATION #220625198 NO WORK TO BE DONE ON THIS APPLICATION.,$500.00
103026985,1,MANHATTAN,598,MADISON AVENUE,A2,SIGNED OFF,N,N,2004-09-28 ,E,,PARTNERSHIP,Introduction of new Sprinkler and Standpipe system in an existing office building.,$300000.00
103027216,1,MANHATTAN,733,MADISON AVENUE,A3,SIGNED OFF,N,N,2002-11-20 ,J-2,,CORPORATION,ERECT TEMPORARY CONSTRUCTION FENCE IN PREPARATION FOR STORE RENOVATION,$0.00
